Nazwa,Nazwa przedsięwzięcia,Miejsce Realizacji Województwo,Grantobiorca Miejscowość,Grantobiorca Ulica,Grantobiorca Nr budynku,Grantobiorca Kod pocztowy,Wartość wsparcia
GASTRODRIFT ANDRZEJ PARYS,Dywersyfikacja działalności firmy Gastrodrift Andrzej Parys poprzez wdrożenie nowej usługi wynajmu krótkoterminowego w woj. mazowieckim,MAZOWIECKIE,Warszawa,Optyków,3,04-175,399420
"PRZESIĘBIORSTWO USŁUGOWO- HANDLOWE "" LODOWNIA"" ANNA ORLICKA","Zwiększenie odporności PRZEDSIĘBIORSTWA USŁUGOWO-HANDLOWEGO ""LODOWNIA"" ANNA ORLICKA na sytuacje kryzysowe dzięki dywersyfikacji oferty",MAZOWIECKIE,Szydłowiec,Browarska,5,26-500,539163
GaGo Kamil Gawarski,Dywersyfikacja i rozszerzenie działalności GaGo Kamil Gawarski z siedzibą w woj. mazowieckim,MAZOWIECKIE,Kuklówka Zarzeczna,Józefa Chełmońskiego,129,96-325,491310
GP FOOD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Dywersyfikacja działalności ""GP FOOD"" Sp. z o.o. poprzez zmianę profilu działalności gastronomicznej i wdrożenie nowej usługi w woj. mazowieckim",MAZOWIECKIE,Warszawa,Racjonalizacji,5,02-673,470208
SYNERGIA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Przedsięwzięcie będzie polegało na rozszerzeniu działalności o usługi w zakresie zakwaterowania, edukacji sportowej, zajęć sportowych i rekreacyjny oraz dywersyfikacji podstawowej działalności w obszarze gastronomii. Działania będą realizowane w ramach komponentu inwestycyjnego. Przedsięwzięcie będzie realizowane w województwie mazowieckim, powiat legionowski, gmina : Jabłonna, miejscowość : Józefów II (ul. Chlubna 1a) – tj. Region 2 zgodnie z podziałem obszarów w zakresie Inwestycji A1.2.1 KPO.",MAZOWIECKIE,Warszawa,Czorsztyńska,1,01-410,472152.04
FRESH VENTURES SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Rozszerzenie prowadzonej działalności Fresh Ventures Sp. z o.o., o działalność związaną z organizacją oraz pełną obsługą wydarzeń, takich jak konferencje, kongresy, targi i wystawy w celu zwiększenia konkurencyjności i odporności na zmiany rynkowe oraz sytuacje kryzysowe w Regionie 2 tj. województwie mazowieckim.",MAZOWIECKIE,Warszawa,"al. Aleja ""Solidarności""",82A,01-003,536747.4
Pylu Łukasz Pytlakowski,Dywersyfikacja oferty firmy Pylu Łukasz Pytlakowski poprzez wprowadzenie nowej usługi gastronomicznej w woj. mazowieckim,MAZOWIECKIE,Grodzisk Mazowiecki,T. Bairda,36,05-825,134820
Catering Imperium Dobrego Smaku Radosław Goliszewski,Dywersyfikacja i rozszerzenie działalności firmy Catering Imperium Dobrego Smaku Radosław Goliszewski z siedzibą w woj. mazowieckim,MAZOWIECKIE,Parcela-Obory,Krzysztofa Kamila Baczyńskiego,49,05-520,528750
"FUNDACJA ""POŻYWIENIE-DAREM SERCA""",Rozwój usług zdrowotnych i wprowadzenie ekologicznych diet pudełkowych i diet sokowych jako dywersyfikacja działalności gastronomicznej - woj. mazowieckie,MAZOWIECKIE,Warszawa,al. Aleja Jana Pawła II,36c,00-141,540000
"PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE ""KUMA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Dywersyfikacja i rozszerzenie działalności firmy PPHU „KUMA” sp. z o.o. z siedzibą w woj. mazowieckim,MAZOWIECKIE,Warszawa,Świętojańska,27/29,00-266,538110
GROOLE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Dywersyfikacja działalności Groole Sp. z o.o. prowadzonej w województwie mazowieckim poprzez stworzenie Muzeum Ziemniaka,MAZOWIECKIE,Warszawa,al. Aleja Komisji Edukacji Narodowej,36,02-797,489835.8
Biuro Podróży VARIUSTUR Bogdan Uhryn,Rozszerzenie oferty usługowej zwiększającej konkurencyjność i odporność Biura Podróży VARIUSTUR Bogdan Uhryn w województwie warmińsko-mazurskim (Region 2),WARMIŃSKO-MAZURSKIE,Elbląg,3 Maja,15,82-300,536696.75
BRACIA PIETRZAK SPÓŁKA KOMANDYTOWA,"Dywersyfikacja działalności firmy Bracia Pietrzak poprzez rozszerzenie działalności o organizację konferecji, targów i wydarzeń w Regionie 2 obejmujacym województwa Mazowieckie, Warmińsko - Mazurskie, Podlaskie",MAZOWIECKIE,Zielonka,Ignacego Paderewskiego,17,05-220,282223.66
CAMELOT PIOTR IGNACIUK,Dywersyfikacja usług i inwestycja w nowy profil działalności usługowej firmy CAMELOT w branży HoReCa w regionie podlaskim.,PODLASKIE,Białystok,Młynowa,24,15-404,496980
BARBARA JERSCHINA,"Otwarcie strefy poprawy kondycji fizycznej, poprawy samopoczucia i wyglądu skóry",MAZOWIECKIE,Warszawa,"Mariana Sengera ""Cichego""",7,02-790,496293.34
JERZY BURSKI,Zwiększenie odporności firmy Czarna Oliwka - Jerzy Burski poprzez rozszerzenie i dywersyfikację działalności w obszarze HoReCa - region 2 (warmińsko-mazurskie),WARMIŃSKO-MAZURSKIE,Gutkowo,Pliszki,12,11-041,538574.41
"MEX ZOFIA ANNA MELOYAN""","Rozszerzenie działalności firmy ""MEX"" Zofia Anna Meloyan o nowe usługi, takie jak organizacja szkoleń, warsztatów, konferencji oraz usługi noclegowe w województwie mazowieckim, celem wzmocnienie konkurencyjności firmy oraz zwiększenie jej stabilności i elastyczności wobec zmieniających się warunków rynkowych. Wprowadzenie tych usług pozwoli firmie na dywersyfikację oferty i lepsze dostosowanie do potrzeb klientów, co przyczyni się do trwałego rozwoju i zwiększenia odporności.",MAZOWIECKIE,Rębków,Rekreacyjna,1,08-410,419056
SCARLET OAK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Dywersyfikacja działalności Scarlet Oak Sp. z o.o. w sektorze HoReCa w Województwie Mazowieckim poprzez świadczenie zrobotyzowanych prezentacji wystaw muzealnych,MAZOWIECKIE,Warszawa,Łagodna,13,05-077,250576.17
MOBILNASCENA.PL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Ekspansja MobilnaScena.pl – Zrównoważony Wynajem Łodzi Elektrycznych w Regionie Warmińsko-Mazurskim,WARMIŃSKO-MAZURSKIE,Szczytno,Stanisława Moniuszki,10,12-100,307406.25
KARCZMA MARYSIEŃKA ROBERT BALCERCZYK,"Zwiększenie odporności firmy ""Karczma Marysieńka"" Robert Balcerczyk za sprawą rozszerzenia działalności poprzez wprowadzenie nowej usługi organizacji wystaw, targów, konferencji i imprez okolicznościowych - region 2 - województwa mazowieckie, podlaskie, warmińsko-mazurskie.",MAZOWIECKIE,Myszyniec,Poległych,2,07-430,461118.42
LENKIEWICZ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,MOBILNY LENKIEWICZ - rozszerzenie działalności przedsiębiorstwa LENKIEWICZ SP. Z O.O. na terenie województwa mazowieckiego o nową usługę związaną z mobilną działalnością gastronomiczną (Region 2),MAZOWIECKIE,Warszawa,Hoża,86,00-682,509657.75
MIKOŁAJCZAK SPÓŁKA CYWILNA QBATURA CAFE&HOTEL BOGUSŁAWA MIKOŁAJCZAK JACEK MIKOŁAJCZAK,"Wdrożenie nowych usług gastronomicznych w firmie MIKOŁAJCZAK SPÓŁKA CYWILNA QBATURA CAFE&HOTEL BOGUSŁAWA ELŻBIETA MIKOŁAJCZAK, JACEK MIKOŁAJCZAK, działającej w województwie mazowieckim poprzez działania inwestycyjne, cyfryzację oraz szkoleń podnoszących kompetencje pracowników.",MAZOWIECKIE,Ciechanów,Jana Kilińskiego,4a,06-400,476937.67
"PENSJONAT ""KRZYSIN"" MAGDALENA GEDYMIN",Dywersyfikacja działalności poprzez wprowadzenie usług SPA i Restauracji,MAZOWIECKIE,Podkowa Leśna,Sienkiewicza,7,05-807,537560.23
WIELOBRANŻOWE PRZEDSIĘBIORSTWO SPORTOWO-HANDLOWO-USŁUGOWE - SPÓŁKA CYWILNA,"Dywersyfikacja działalności przedsiębiorstwa, w związku z wprowadzeniem ekologicznej usługi turystyki wodnej poprzez wynajem łodzi motorowych z napędem elektrycznym - region 2",MAZOWIECKIE,Warszawa,Gawota,11P,02-830,509335
COMFORT FOOD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Dywersyfikacja działalności Comfort Food Spółka z ograniczoną odpowiedzialnością polegająca na wprowadzeniu usług cateringu zewnętrznego,MAZOWIECKIE,Warszawa,Górnośląska,24,00-484,230734.27
"RESTAURACJA ""TEATRALNA"" MARCIN ISKRA","ANDRZEJ SIWIEC,Restauracja Teatralna - Radom - Dywersyfikacja usług i produktów",MAZOWIECKIE,Radom,Stefana Żeromskiego,55,26-600,357630.69
Daniel Pawełek DP Consulting,Dywersyfikacja działalności gospodarczej Daniel Pawełek DP Consulting polegająca na wprowadzeniu usług cateringu zewnętrznego,MAZOWIECKIE,Warszawa,Żurawia,22,00-515,477580.49
BOŃKOWSKI CONSULTING Krzysztof Bońkowski,Zwiększenie odporności Bońkowski Conuslting Krzysztof Bońkowski poprzez dywersyfikację działalności gospodarczej poprzez wprowadzenie nowej usługi w postaci na terenie województwa mazowieckiego,MAZOWIECKIE,Serock,Pułtuska,56,05-140,334550.01
Oktawian Artist Creation - Oktawian Zagórski,Poszerzenie oferty usługowej przedsiębiorstwa Oktawian Artist Creation w zakresie organizacji wydarzeń z wykorzystaniem bezpiecznej i w pełni dostępnej dla osób z niepełnosprawnościami sceny mobilnej z zadaszeniem w całej Polsce.,MAZOWIECKIE,Warszawa,Gwiaździsta,29,01-651,185000
"KRZYSZTOF OSTRZYCKI ""OSTRZYCCY""","Rozszerzenie działalności firmy Krzysztof Ostrzycki „OSTRZYCCY” poprzez wprowadzenie nowych usług, w celu zwiększenia odporności na sytuacje kryzysowe oraz zwiększenia konkurencyjności przedsiębiorstwa w regionie mazowieckimRozszerzenie działalności firmy Krzysztof Ostrzycki „OSTRZYCCY” poprzez wprowadzenie nowych usług, w celu zwiększenia odporności na sytuacje kryzysowe oraz zwiększenia konkurencyjności przedsiębiorstwa w regionie mazowieckim",MAZOWIECKIE,Warszawa,Brzeska,14A,03-737,98802.05
JPJ BIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Wdrożenie nowego nieistniejącej wcześniej usługi w przedsiębiorstwie JPJ BIS Spółka z ograniczoną odpowiedzialnością- mobilne usługi gastronomiczne, powodującej wprowadzenie nowego zakresu działalności i zwiększenie odporności przedsiębiorstwa na sytuacje kryzysowe- Region 2 woj. mazowieckie",MAZOWIECKIE,Radom,Posłów Greckich,1B,26-600,513798.38
KAPSUŁA HOSTEL WARSZAWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,Dywersyfikacja działalności firmy Kapsuła Hostel Warszawa Sp. z o.o. sp.k. działającej w sektorze hotelarstwo (HoReCa) w sektor turystyki w regionie mazowieckim poprzez inwestycje w bazę usługową,MAZOWIECKIE,Warszawa,Dowcip,4,00-051,508553.1
Water & Life Jakub Węsierski,"W ramach przedsięwzięcia wprowadzenie nowego rodzaju usług w postaci zakupu i wynajmu ośmioosobowej łodzi marki Nautic 990 napędzanej silnikiem elektrycznym ePropulsion 6.0 Navy plus bateria 3072Wh, przeznaczony do wynajmu dla dotychczasowych i nowych KLientów firmy. Przedsięwzięliście oparte jest również o element zielonej energii w postaci ogniw fotowoltaicznych zamontowanych na łodzi o mocy 160 W.",WARMIŃSKO-MAZURSKIE,Sztum,os. Różane,7c,82-400,521807
POLISH TRAVEL QUO VADIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Rozszerzenie profilu działalności Polish Travel Quo Vadis Sp. z o.o. poprzez wprowadzenie nowej usługi.,MAZOWIECKIE,Warszawa,Ptasia,2,00-138,533790.9
"POŚREDNICTWO TURYSTYCZNE ""LUZ"" S.C. PIOTR OSTROWSKI"," ANETA OSTROWSKA,Działania inwestycyjne w zakresie budowania odporności firmy-Region 2, województwo Warmińsko mazurskie- dywersyfikacja działalności, wprowadzenie nowych usług -zakup Jachtów pod wynajem krótkoterminowy bez załogi. Szkolenia związane z nabyciem nowych umiejętności zakup usługi doradczej rozwojowej w postaci Nowego Modelu Biznesowego. Dla nowej usługi.",WARMIŃSKO-MAZURSKIE,Iława,Królowej Jadwigi,14,14-200,539982
P.H.U. DUMPLINGS MARCIN CZARNOCKI," KATARZYNA KOWALSKA S.C.,Rozwój i Dywersyfikacja Usług Gastronomicznych dla Zwiększenia Konkurencyjności Przedsiębiorstwa. woj. mazowieckie",MAZOWIECKIE,Wołomin,Wileńska,51,05-200,539083.02
USŁUGI AGROTURYSTYCZNE DORADZTWO ROLNICZE ELŻBIETA ŻEBROWSKA,Podniesienie odporności firmy poprzez rozwój i dywersyfikację usług,MAZOWIECKIE,Wydmusy,,59A,07-430,300623.07
CARACAS S.C. PAWEŁ FELUCH MAŁGORZATA LENARCIK,Dywersyfikacja działalności CARACAS S.C. PAWEŁ FELUCH MAŁGORZATA LENARCIK z województwa mazowieckiego celem pozyskania nowych klientów oraz zwiększenia odporności na pojawiające się sytuacje kryzysowe.,MAZOWIECKIE,Warszawa,Królewska,47,00-103,234469.2
Dariusz Przebinda TOPRODUCTION KOMPANIA ARTYSTYCZNO-PROMOCYJNA,Rozszerzenia działalności firmy TOPRODUCTION o ofertę Uniwersalnej Naczepy Kultury ( KinoMobilArt) na terenie województwa Mazowieckiego,MAZOWIECKIE,Kraków,Zygmunta Wyrobka,10,30-217,540000
ALPHA VISION SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Dywersyfikacja działalności przedsiębiorstwa ""ALPHA VISION SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" poprzez zakup i przeznaczenie do wynajmu łodzi marki Quicksilver Activ 905 Weekened napędzanej silnikiem elektrycznym zeroemisyjnym. Przedsięwzięcie jest również oparte o element zielonej energii, w postaci instalacji fotowoltaicznej zamontowanych na łodziach o mocy 400 W.",MAZOWIECKIE,Warszawa,pl. Plac Bankowy,2,00-095,528197.2
Wonderbox Tomasz Combrzyński,"Dywersyfikacja działalności polegająca na wprowadzeniu nowego produktu, którym są Pozaszkolne formy edukacji sportowej oraz zajęć sportowych i rekreacyjnych.",MAZOWIECKIE,Maciejowice,,146,32-010,540000
EMILIA ŁAGUNA BIURO PODRÓŻY EVENTUS,Dywersyfikacja działalności firmy EMILIA ŁAGUNA BIURO PODRÓŻY EVENTUS w regionie nr 2,WARMIŃSKO-MAZURSKIE,Ełk,Adama Mickiewicza,1A,19-300,86429.58
KORTLAND - Sandor Ladanyi & Paweł Hadryś - spółka cywilna,"Dywersyfikacja działalności firmy KORTLAND Sandor Ladanyi & Paweł Hadryś S.C. z Jabłonnej, pow. legionowski w województwie mazowieckim, poprzez wprowadzenie usługi najmu jachtu z zero emisyjnym napędem elektrycznym na obszarze jeziora Zegrzyńskiego",MAZOWIECKIE,Jabłonna,Modlińska,65,05-110,528145.29
GRUPA E4E SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Działania inwestycyjne przedsiębiorstwa w zakresie budowania odporności i konkurencyjności -Region 2 woj. mazowieckie- Dywersyfikacja działalności w zakresie wprowadzenia nowej usługi - PKD 77.21Z,MAZOWIECKIE,Warszawa,Spedycyjna,24,03-191,539921.29
Open Pharma House Barbara Giza,"Dywersyfikacja działalności PKD 82.30Z poprzez wprowadzenie nowej usługi w zakresie PKD 77.21.Z- zakup Jachtu zeroemisyjnego pod wynajem bez załogi. Zakup usług doradczych i szkoleniowych. Przedsięwzięcie ma na celu ograniczenie podatności na przyszłe kryzysy, zbudowania odporności oraz jest szansą na rozwój firmy. Województwo mazowieckie, Region 2.",MAZOWIECKIE,Warszawa,Domaniewska,47,02-672,539946.14
"LODZIARNIA ""GUCIO"" ANNA IWANOW","Przekształcenie sezonowej kawiarnio - lodziarni Cafe Scholler w całoroczną restaurację z bufetem – rozwój działalności gastronomicznej w Warszawie, region 2",MAZOWIECKIE,Warszawa,Pszczyńska,20a,03-690,261140.7
Running Consulting Wojciech Kopeć,Dywersyfikacja działalności firmy Running Consulting Wojciech Kopeć poprzez wprowadzenie usługi wynajmu sprzętu sportowego oraz stworzenia aplikacji biegowej z opcją zdalnego układania planów treningowych. Działanie na terenie województwa mazowieckiego.,MAZOWIECKIE,Swaderki,,20,11-015,532597.41
Hotel Atena Aneta Młyńska,Zwiększenie odporności przedsiębiorstwa Hotel Atena Aneta Młyńska na sytuacje kryzysowe w wyniku rozszerzenia prowadzonej działalności (REGION 2: województwo mazowieckie),MAZOWIECKIE,Ciechanów,Maksymiliana Marii Kolbe,76,06-400,252588.39
LUDMIŁA PŁAWSKA,"Rozwój i wprowadzenie nowych gałęzi działalności firmy poprzez uruchomienie na terenie województwa mazowieckiego usług kompleksowej organizacji i obsługi spotkań targów i konferencji oraz usług cateringowych wraz z obsługą przyjęć okolicznościowych w plenerze lub w lokalizacji klienta,",MAZOWIECKIE,Warszawa,Łopuszańska,26c,02-220,539833.18
"PIOTR MERGO ""WARSAW TRAVEL""","Dywersyfikacja i rozwój działalności firmy Warsaw Travel Piotr Mergo poprzez wprowadzenie nowych usług turystycznych- (woj, mazowieckie — region 2)",MAZOWIECKIE,Warszawa,Obrońców Tobruku,36,01-494,421939.51
PODKOMORZANKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Wdrożenie usługi cateringu zewnętrznego do działalności przedsiębiorstwa Podkomorzanka Sp. z o.o. z woj. mazowieckiego.,MAZOWIECKIE,Warszawa,Głubczycka,11,02-417,539100
METAMORFOSI MIŁOSZ SROKA,Dywersyfikacja działalności firmy METAMORFOSI MIŁOSZ SROKA poprzez wdrożenie usługi wynajmu kabinowej łodzi rekreacyjnej z napędem elektrycznym w województwie mazowieckim ( Region:2 ),MAZOWIECKIE,Warszawa,Wilcza,19,00-544,533511
BESTBUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Dywersyfikacja i rozszerzenie działalności firmy Bestbus Sp. z o.o. poprzez zakup zabudowy stoisk targowych w systemie modułowym z monitorami led,MAZOWIECKIE,Warszawa,pl. Plac gen. Józefa Hallera,5,03-464,538587.48
CHUTOR NAD NARWIĄ SPÓŁKA CYWILNA,Inwestycje Chutor nad Narwią s.c. szansą na dywersyfikację działalności w woj. podlaskim,PODLASKIE,Ploski,,204,17-100,539460
Piotr Jurewicz JPP GROUP,Dywersyfikacja działalności firmy JPP GROUP Piotr Jurewicz poprzez wprowadzenie nowej usługi w sektorze turystycznym w województwie warmińsko-mazurskim,WARMIŃSKO-MAZURSKIE,Kąp,,19,11-500,409170
MONTER-VIS EXHIBITIONS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Dywersyfikacja działalności gospodarczej na terenie województwa mazowieckiego poprzez wprowadzenie nowej usługi w postaci organizacji pokazów filmowych na otwartym powietrzu, skierowanej do nowej grupy odbiorców - klientów indywidualnych, mający na celu poprawienie odporności firmy poprzez zakup odpowiedniego sprzętu oraz realizacji usługi doradczej i szkoleniowej.",MAZOWIECKIE,Jasienica,Rzeczna,9,05-240,539572.19
A JEDNAK FUNDACJA NA RZECZ ZAGOSPODAROWANIA ZRUJNOWANYCH ZABYTKÓW I WSPOMAGANIA PRZEDSIĘBIORCZOŚCI,"Dywersyfikacja dzałalności ""A Jednak"" poprzez rozpoczęcie oferowania usług restauracji mobilnej. ( Region 2: Woj. Mazowieckie)",MAZOWIECKIE,Raszyn,Godebskiego,32,05-090,491083.73
STACJA GROCHÓW SPÓŁKA CYWILNA,"Dywersyfikacja prowadzonej działalności poprzez wdrożenie nowych usług: serwowania śniadań na wyłączność dla gości hotelowych i zewnętrznych, organizacji i zarządzania konferencjami, targami, spotkaniami i innymi wydarzeniami, przygotowywania i dostarczania żywności dla odbiorców zewnętrznych (katering) oraz kateringu przemysłowego – przygotowywania i dostarczania żywności na podstawie umowy z klientem - region 2 (woj. mazowieckie)",MAZOWIECKIE,Warszawa,Czapelska,23,04-081,539174.04
STREFA RUCHU KSIĄŻENICE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Dywersyfikacja działalności firmy Strefa Ruchu Książenice Sp. z o.o. poprzez wprowadzenie usług żywieniowych.,MAZOWIECKIE,Książenice,Młodości,6,05-825,504000
CSM SPORT MACIEJ SINCZAK,Dywersyfikacja i rozwój działalności poprzez zakup środków trwałych oraz podniesienie kompetencji kadry firmy w celu wprowadzenia na rynek nowej usługi - czarterów turystycznych w regionie Mazowsza.,MAZOWIECKIE,Zielonka,Prosta,4,05-220,536790.14
POMONE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Strefa Sport & Flow - jako dywersyfikacja i rozszerzenie działalności POMONE Sp. z o.o. z Warszawy.,MAZOWIECKIE,Warszawa,al. Aleja Jana Pawła II,27,00-867,438082.75
KRZYSZTOF MICHAJŁOW,"Ograniczenie wpływu COVID-19 i skutków spowodowanego niego kryzysu w przedsiębiorstwo Wnioskodawcy, poprzez inwestycje w produkty, usługi i kompetencje pracowników związane z rozszerzeniem działalności przedsiębiorstwa Krzysztof Michajłow o usługi z zakresu wynajmu rekreacyjnego sprzętu wodnego",MAZOWIECKIE,Legionowo,Tadeusza Kościuszki,67 A,05-120,137735.18
***PROMENADA*** AGNIESZKA KIEL,Dywersyfikacja i rozszerzenie działalności firmy **PROMENADA*** AGNIESZKA KIEL z woj. warmińsko-mazurskiego,WARMIŃSKO-MAZURSKIE,Mikołajki,,34,11-730,537660
"RESTAURACJA HOTEL ""LEŚNY DWÓR"" Mirosław Majchrzyk",Innowacje i Dywersyfikacja w Leśnym Dworze – Nowa Era Usług HoReCa,MAZOWIECKIE,Skaryszew,Juliusza Słowackiego,84,26-640,537076.63
Go 360 Group Jakub Wittbrodt,Ekran w Plenerze: Innowacyjne Kino Mobilne i Festiwale,MAZOWIECKIE,Warszawa,Bruszewska,23,03-046,428840.2
WOJCIECH GRONKIEWICZ FIRMA GASTRONOMICZNA GRONKIEWICZ,"Inwestycja na terenie województwa mazowieckiego w zwiększenie odporności przedsiębiorstwa oraz rozszerzenie działalności gospodarczej w Firmie Gastronomicznej Gronkiewicz o nowe usługi: kompleksową organizację imprez okolicznościowych, konferencji i wystaw oraz obsługę z serwisem à la carte w restauracji, mające na celu przyciągnięcie nowych klientów.",MAZOWIECKIE,Gąbin,Kilińskiego,50,09-530,518351.4
BOHO WEDDINGS Natalia Jaworska,"Wzmocnienie odporności, potencjału rozwojowego oraz dywersyfikacja działalności Boho Weddings Natalia Jaworska poprzez wdrożenie nowej usługi czarteru jachtów żaglowych kabinowych (Boho_Sail) w województwie mazowieckim.",MAZOWIECKIE,Celestynów,Obrońców Pokoju,72B,05-430,509400
